JobTitle,company,location,salary,date_posted,ExtractDate,job_url,summary,review_url,overall_rating,num_ratings
Internship for computer science students,OTC TRAINING CENTRE SDN. BHD.,Shah Alam/Subang,undisclosed,22d ago,19/5/2024,https://www.jobstreet.com.my/job/75440436?type=standard&ref=search-standalone&origin=cardTitle#sol=8a3ccaa97f203cb2ff1d35eb80355ec41d43245a,responsibility monitor maintain regular record office administrative operation report search engine optimization task website designmodification maintenance task additional information full training provided applicant must willing work subang selangor day work per week performanceoriented ready offer attractive remuneration package commensurate qualification experience interested applicant may send application email together latest resume stating detail experience qualification together recent photo contact number mobiletelephone northernaotccommy call james regret shortlisted candidate notified,,,
Management Trainee Internship,WINTOO TECHNOLOGY SDN. BHD.,Puchong,"RM 1,000 – RM 1,200 per month",22d ago,19/5/2024,https://www.jobstreet.com.my/job/75432514?type=standard&ref=search-standalone&origin=cardTitle#sol=7b4c8d7d1cd6504415c2d4b7b0958790b3e008b5,job descriptionwe offering opportunity part wintoo aim develop guide necessary skill experience looking pool dedicated responsible individual fill position management trainee focus key area includes sale product backend operation provide foundational training development rotation department supervision business leader mentorsrequirementspriority given transportationgood learning attitudepassionate giving new idea provides consultation customerscustomeroriented collaborative proactive attitudebeing initiative added advantagetrue team player going personalitybenefitsopportunity learn sale marketing managementsystematic transparent increment promotionsystematic business operating system bos training providedattractive incentive cash incentive festival incentive game incentive local overseas travel incentiveswe effective training system continuous cocreation sharing common promote personal career growth achieve employee dream,,,
Procurement Internship,Sound Environment Sdn Bhd,Johor Bahru,RM 800 – RM 850 per month,22d ago,19/5/2024,https://www.jobstreet.com.my/job/75429545?type=standard&ref=search-standalone&origin=cardTitle#sol=ec6f8113e6f295056a2ece063b0dc60d8c592fd0,procurement internship responsible sourcing selection negotiate supplier term pricing qualitydelivery service ensure cost effective purchase assist preparation processing purchase order document accordancewith company policy procedure monitor coordinate delivery item supplier maintain database record work closely site teammate collectiondelivery good moving inout ofwarehouse sourcing alternate supplier required perform duty requiredjob requirement experience m office bachelor degree discipline good mandarin english communication able commit least month internship duration allowance given,,,
Internship For Project,Questcom Solutions Sdn Bhd,Selangor,undisclosed,23d ago,19/5/2024,https://www.jobstreet.com.my/job/75376101?type=standout&ref=search-standalone&origin=cardTitle#sol=e50bf2fd1703c4d73723a9b5730c7d923869c475,responsibility assist install test repair modify electronic equipment following technical manual engineer instructionsto assist assemble circuitry electronic equipment accordance technical manual specification engineer instructionsto assist test electronic instrument equipment repair replace faulty partsto assist calibrate electronic measuring indicating instrument according established standardsto study drawing layout correct position electronic control devicesto assist test adjust assembly including cable wiring electronic control adjust safety devicesto assist technician engineer providing training client user correct operating method safety reason prevent breakdownto perform duty assigned superior time timebasic requirementsacademic qualification posse certificate diploma degree electrical electronic engineering mechanical mechatronicsmust transportation need travel multisite location,,,
Internship for IT,Improvage Precision Sdn Bhd,Melaka,undisclosed,23d ago,19/5/2024,https://www.jobstreet.com.my/job/75443874?type=standard&ref=search-standalone&origin=cardTitle#sol=7c0a174f420f0ddc9972434abfe49b1f33c18ae2,description technical support provide assistance endusers hardware software network issue troubleshoot resolve technical problem promptly minimize downtime maintain productivity project support assist team member various project system upgrade software implementation process improvement companyvissionto top supplier choice field highquality precision product component part aerospace industry semiconductor industry automation industry missionto continuously improve business putting forward new idea working closely clientsto create greater value area quality delivery competitive price service support website wwwimprovagecom,https://www.jobstreet.com.my/companies/improvage-precision-168557730637431/reviews?jobId=75443874,3.1,26.0
"Intern, Project",Teleport Commerce Malaysia Sdn Bhd,Sepang,undisclosed,23d ago,19/5/2024,https://www.jobstreet.com.my/job/75435695?type=standard&ref=search-standalone&origin=cardTitle#sol=d79bbeec51f7c3458b9aacc62fa161dbd1f8d060,teleport mission innovate traditional cargo delivery industry enable everyone single merchant largest company move good ecommerce anywhere southeast asia beyond simply work like magic therefore critical ensure content relevant potential customer ranging major ecommerce player individual want parcel delivered looking someone enthusiastic resilient intern cargo strategy project team based office redq sepang expected performing role fulltime basis expected performing role fulltime basis role report assistant manager strategy project fit perfectly enjoy fastpaced working environment passionate colleague day life startup expect day pretty varied multitasking normal sometimes skill natural talent leveraged support business priority said bulk working hour involve document map teleport overall revenue recognition user journey process collaborating multiple stakeholder across revenue management commercial finance identify key point current process failure devise recommend potential remedy mitigate potential revenue leakage maintain uptodate repository revenuerelated document including limited airwaybill scanned copy cargo manifest ensure individual gross chargeable weight freight rate individual airway bill captured accurately accordance including limited weight break agentshipper commodity code rate validity ensure monthly cargo sale report produced general sale agent consistent actual revenue record communicate resolve revenue discrepancy variance revenue management finance requirement skill minimumrequirement skill musthave role excellent problem solving skill focus delivering implementable solution result willingness work outside comfort zone try new thing proficient powerpoint word excel highly developed oral written communication skill especially english qualification experience final year student pursuing degree finance accounting statistic economics willing commit minimum month working experience would gain extra pointer,https://www.jobstreet.com.my/companies/teleport-168558469810277/reviews?jobId=75435695,3.0,3.0
IT Internship,Vision Technology Consulting Sdn Bhd,Kuala Lumpur,undisclosed,24d ago,19/5/2024,https://www.jobstreet.com.my/job/75397128?type=standout&ref=search-standalone&origin=cardTitle#sol=2adc3144bc2be9840f4b542d326bf4388cb7bf3e,responsibilitiesanalysis design enterprise software application data model integration andor server architecturecoordinate plan deliver task related system infrastructure design installation configuration administration across environmentsprepare functional technical integration andor server architecture design specificationssoftware configuration development customizationperform operational task activity eg application monitoring performance tuning migration environmentsimplements govern code migration process reduce risk projectprovide application supportassist solving technical problem ariserequirementscandidate must posse least bachelor degree post graduate diploma professional degree computer scienceinformation technology equivalentno prior working experience required training providedfresh grad intern encouraged applyexcellent oral written communication skillsflexible work various work location depending customer site klpjable work shift weekend upon client requestcandidate required provide cv coursework transcript fyp report upon internship interview confirmation,https://www.jobstreet.com.my/companies/vision-technology-consulting-168556302349916/reviews?jobId=75397128,3.6,17.0
Survey Programmer - Internship Program (July intake),Ipsos Sdn Bhd,Kuala Lumpur,undisclosed,24d ago,19/5/2024,https://www.jobstreet.com.my/job/75389686?type=standout&ref=search-standalone&origin=cardTitle#sol=07d2fa66a96fae058fde8216c652296faaaa00d5,ipsos interactive service scriptwriter internship program looking dynamic energetic intern eager learn company assisting various section day day working closely team converting research questionnaire online material data capture manage administration task intern provided month onthejob training exposure working multinational company successful intern willing help task assigned supervisor involved upcoming project well assisting current campaign intern responsibilityyou exposed assist senior conversion simple questionnaire online survey link using spss dimensionsassist scripting migration testing document process reference survey developmentyou would exposed perform quality check questionnaire pagesassistinvolve obtaining gather internal client requirement prior kickstarting developmentperforms minor development bug fix small change order requestassist senior leader daily task developmenttraining provided intern gain insight followinghow market research industry worksknowledge online survey scripting quality controlknowledge server deployment toolsvarious method data collection intern requirementsa final year student enrolling degree computer scienceinformation technology engineering computertelecommunication science technology equivalenthas basic knowledge introduction programming language vbscript javascript html cssexcellent english spoken writtenability meet set targetcope well pressureable join december,https://www.jobstreet.com.my/companies/ipsos-168551742840478/reviews?jobId=75389686,4.0,63.0
Internship,Boston Scientific Medical Device (Malaysia) Sdn. Bhd.,Batu Kawan,"RM 1,600 per month",24d ago,19/5/2024,https://www.jobstreet.com.my/job/75383826?type=standout&ref=search-standalone&origin=cardTitle#sol=7912dbf313311384f2c808e9584366378b15c698,job responsibilitiesworks specific functional area objective project may require research working team developing presentation designing strategy keeping abreast current industry event market trend competitor productsconducts herhimself regular fulltime member staff accepting adhering boston scientifics rule regulation engaging professional personable conduct time staff customer intern also obligated comply confidentiality professional policy established boston scientificbecomes knowledgeable responsibility business operational issue inherent well boston scientifics particular issue relevant companycontributes preparation production proposal report using word spreadsheet computer programsprepares oral written evaluation presentation upon completion internship job requirementcandidate must posse currently pursuing bachelor degree business studiesadministrationmanagement engineering accounting science equivalentrequired skill microsoft officerequired language malay englishhave transport required work onsite internship position duration month please state internship start end date application,https://www.jobstreet.com.my/companies/boston-scientific-168529065492430/reviews?jobId=75383826,4.3,52.0
Internship for IT Students (Software Engineer),iFAST Capital Sdn Bhd,Kuala Lumpur,"RM 1,500 – RM 2,000 per month",24d ago,19/5/2024,https://www.jobstreet.com.my/job/75383195?type=standout&ref=search-standalone&origin=cardTitle#sol=c55c6d763a6939228983561a6a41ab8f111a1046,responsibilitiesparticipate requirement gathering project analysis processestranslate design wireframes visual mockups highquality code using react expressjsdevelop test deploy maintain user interface componentsintegrate restful service api integrationassist writing automated test script ensure reliability scalability platformrequirementscurrently pursuing bachelor degree higher preferably fieldbasic understanding javascript typescript required familiar react preferredexperience web development pluspassionate learning adopting new technology react expressjs postgressql knexjs backstage spotifyavailable duration monthsapplicants interested role invited apply comprehensive resume full detail via apply button qualification skill working experience expected salary kindly attach copy academic transcript certification together resume application treated strict confidence regret shortlisted applicant notifiednote job responsibility requirement representative intended detailed list tasksabilities may required incumbent relative specific assignment,https://www.jobstreet.com.my/companies/ifast-capital-168552969685227/reviews?jobId=75383195,4.0,21.0
Internship Technician Production,EITA Resources Bhd,Klang,undisclosed,24d ago,19/5/2024,https://www.jobstreet.com.my/job/75388600?type=standard&ref=search-standalone&origin=cardTitle#sol=f4f15df7cd38a0cb2474bbfb0821862b01d94689,job description menghasilkan komponen elektrik mengikut spesifikasi tuning controller dan mesin periksa bahagian masuk untuk pemasangan pemasangan dan pendawaian lop cop supervisory panel job requirementsmesti memiliki sekurangkurangnya sijil diploma mechanical electrica atau bidang berkaitan tempoh tempoh internship bulan elaun disediakan lokasi di bukit raja klang selangor summary role requirementsflexible hour available year relevant work experience required roleworking right required roleexpected start date role may expected salary rm per month,https://www.jobstreet.com.my/companies/eita-resources-168553828917630/reviews?jobId=75388600,3.8,6.0
Internship - IT & Digital,Averis Sdn Bhd,Kuala Lumpur,undisclosed,24d ago,19/5/2024,https://www.jobstreet.com.my/job/75010246?type=standout&ref=search-standalone&origin=cardTitle#sol=fe666f979c50cf7cb7a5bb3f816b5e206b84cf74,summaryaveris providing internship program looking motivated talented student join team jan dec internship program designed provide realworld experience enable put everything learned action time support growing businesswe looking intern various information technology digital scopesinformation technologysite itdesktop managementit helpdeskinformation securitysap basisvirtualization storageit service improvementace digitalresearch data acquisitionit project managementquality assurancedigital architecturedata science artificial intelligencedigital project managementdevopsui uxrequirementsa diploma degree computer sciencecybersecurityinformation technology related fieldgood communication interpersonal skillsapplicants must willing work bangsar south kuala lumpurminimum duration monthsplease state exact internship period ddmmyyyy ddmmyyyy resume,https://www.jobstreet.com.my/companies/averis-168553249170002/reviews?jobId=75010246,3.1,90.0
Internship (All Position),KESM Industries Berhad,Petaling Jaya,undisclosed,24d ago,19/5/2024,https://www.jobstreet.com.my/job/75381085?type=standout&ref=search-standalone&origin=cardTitle#sol=57cfdda3be176971a70fb0fb9846556326540f1c,internship position technician hr engineerinternship vacancy hr department department production department facility department maintenance department requirementsgood administrative organization skillgood microsoft word excel powerpointable work production superiorwilling learn new thing willing work petaling jaya sungai way industrial free zone allowance providedrm per month,https://www.jobstreet.com.my/companies/kesm-industries-168558531845506/reviews?jobId=75381085,3.4,37.0
Internship (6 months),Hispeedcity Sdn Bhd,Johor Bahru,"RM 800 – RM 1,200 per month",25d ago,19/5/2024,https://www.jobstreet.com.my/job/75378045?type=standard&ref=search-standalone&origin=cardTitle#sol=aa4a35fdb57b9125021ef7dbfe58fe4886629b31,companywe launching latest technology internet thing iot disruptive digital innovation smart toll parking pedestrain highway tunnel malaysia leading change digitize neighborhood developing smart city smart nation view wwwhispeedcitycom job highlight total month internship full time jbfree accommodation provide company neededlearn stateofart iot technology learn new skill prepare new journeythe company offer permanent employment high potential performersmany job opportunity potentially expand south east asia mission improve million people life making thing easy digital transformation smart mobility enable smart parking highway smart toll full visibility mobile app payment ewallets touchless freeflow beyond cashless job description learn support o mobile app ux ui play store compliance learn iot hardware integration ict connected device involve installation setup testing operational golives learning ewallet interoperability app endtoend functionality operating process procedure html sdk cyber security learning networking cloud computing ai sensor api integration duty may assigned time time multitasking xfunction job requirement candidate final year posse bachelor degree computer science major computer networking software engineering related ideally knowledgeable ip networking apps cloud computing api knowleage java php c html phyton sql,,,
Internship for IT Infrastructure Students - RM2000 for Top students,iFAST Capital Sdn Bhd,Kuala Lumpur,"RM 1,500 – RM 2,000 per month",25d ago,19/5/2024,https://www.jobstreet.com.my/job/75363870?type=standout&ref=search-standalone&origin=cardTitle#sol=f59d6b0a90d3eb8e14f0d5c1ba53daacf0c06f2f,rm top studentsresponsibilitiesto provide st level user supportto manage office endpoint deploymentto manage office hardware software inventoryto manage update upgrade office server endpointsto deploy maintain office voip system phone audio system devicesto perform regular health audit check office device endpoint serversto perform active directory email various access right administrationsto undertake adhoc matter project assigned time timerequirementscandidate must posse least degree computer science information technology network database security equivalentstrong critical thinking analytical skill problemsolving skillsadaptive different situation attentive proactive issue teamoriented personadditional technical advantagesmcsa mcse ccna itil professional certificateknowledge m ad dns dhcp wsus gpo unix hyperv vmware vsphereunix window scripting experienceavailable duration monthsapplicants interested role invited apply comprehensive resume full detail via apply button qualification skill working experience expected salary kindly attach copy academic transcript certification together resume application treated strict confidence regret shortlisted applicant notifiednote job responsibility requirement representative intended detailed list tasksabilities may required incumbent relative specific assignment,https://www.jobstreet.com.my/companies/ifast-capital-168552969685227/reviews?jobId=75363870,4.0,21.0
MoHE � Intel MDC Elite Internship,Intel Technology Sdn. Bhd.,Kulim,undisclosed,25d ago,19/5/2024,https://www.jobstreet.com.my/job/75367949?type=standard&ref=search-standalone&origin=cardTitle#sol=819b682d54bcd102a1a3f53a206e544ca6e08068,job detailsjob description step future intels elite internship program collaboration ministry higher education malaysia part change innovation extraordinary provides successful candidate specialized synopsys training viva week indepth intel training pre post silicon handson experience cuttingedge technology collaboration intels global team qualificationsopen year student bachelor master degree electrical engineering electronic engineering electrical electronic engineering microelectronic engineering mechatronic engineering computer engineering computer science additional qualification include knowledge computer system architecture understanding subsystem hwsw stack including silicon onboard hw component connector external plugin adapter device driver application experience c andor c programming highly motivated curious team player keen interest finding resolving silicon failure job typestudent internshiftshift malaysiaprimary location malaysia kulimadditional locationsbusiness groupin design engineering group deg take pride developing bestinclass socs core ip power intels product development integration validation manufacturing readiness mission deliver leadership product pursuit moore law groundbreaking innovation deg intels engineering group supplying silicon business unit well engineering team critical provider intel product deg leadership responsibility ensure delivery product cost efficient effective mannerposting statementall qualified applicant receive consideration employment without regard race color religion religious creed sex national origin ancestry age physical mental disability medical condition genetic information military veteran status marital status pregnancy gender gender expression gender identity sexual orientation characteristic protected local law regulation ordinanceposition trustnawork model rolethis role eligible hybrid work model allows employee split time working onsite assigned intel site offsite certain circumstance work model may change accommodate business need,https://www.jobstreet.com.my/companies/intel-168557465784246/reviews?jobId=75367949,4.5,301.0
Internship - IT / Software Engineering,Motorola Solutions Malaysia Sdn Bhd,Penang,undisclosed,25d ago,19/5/2024,https://www.jobstreet.com.my/job/75367194?type=standard&ref=search-standalone&origin=cardTitle#sol=b0421ae14a585d5ab54dcf677300df6aff4617b0,company overview motorola solution guided shared purpose helping people best moment matter live purpose every day solving safer people best feel safe safe solving safer building best possible technology across every part safety security ecosystem thats mission critical communication device network aipowered video security access control ability unite voice video data single command center view solving safer connecting public safety agency enterprise enabling collaboration thats critical connect need help work matter department overview product orderability provides endtoend integrated system process help organize streamline critical aspect business accounting enabling revenue job description seeking highly motivated intern join organization product orderability intern opportunity gain handson experience oracle cpq eb test tool well learn quote cash process work closely team expert support product service enablement ensuring accurate configuration pricing product subscription service internship ideal undergraduate student studying computer science software engineering eager apply knowledge practical setting responsibility assist implementation maintenance oracle cpq system support product configuration pricing collaborate crossfunctional team gather analyze product requirement ensure orderability configurability conduct testing quality assurance activity validate accuracy functionality cpq system assist troubleshooting resolving issue related orderability configuration management participate product enablement activity including training documentation development contribute continuous improvement initiative enhance efficiency effectiveness orderability configuration management process internship offer valuable opportunity gain practical experience product orderability configuration management oracle cpq motivated enthusiastic undergraduate student looking apply skill dynamic challenging environment encourage apply limh basic requirement basic requirement currently enrolled undergraduate program bachelor degree studying computer science software engineering strong understanding software development principle methodology familiarity oracle cpq similar configuration management system plus proficiency programming language java c python excellent analytical problemsolving skill attention detail ability work complex data structure effective communication skill written verbal ability work independently collaboratively team environment proactive eager learn contribute team interested internship opportunity please send application updated resume mentioning internship period date limh travel requirementsnone relocation providednone position typeintern referral payment planno eeo statement motorola solution equal opportunity employer qualified applicant receive consideration employment without regard race color religion belief sex sexual orientation gender identity national origin disability veteran status legallyprotected characteristic proud peoplefirst communityfocused culture empowering every motorolan authentic self best work deliver promise safer world youd like join team feel dont quite meet preferred skill wed still love hear think youd great addition team committed providing inclusive accessible recruiting experience candidate disability physical mental health condition request accommodation please email ohrmotorolasolutionscom,https://www.jobstreet.com.my/companies/motorola-solutions-168551640861303/reviews?jobId=75367194,4.3,174.0
Internship for Samsung Malaysia Electronics (May - July 2024 Intake),Samsung Malaysia Electronics (SME) Sdn Bhd,KL Eco City,undisclosed,25d ago,19/5/2024,https://www.jobstreet.com.my/job/75347880?type=standard&ref=search-standalone&origin=cardTitle#sol=27073a1fa05ae1b4c1099ffd468199e2e926bb86,actively seeking ambitious bachelor degree student course may july internship program program offer unique opportunity gain indepth understanding company mission vision core value acquiring handson experience cuttingedge technology successful intern placed respective business unit exciting workplace exposure user discretion required experience may differ everyone depending individual commitment reimagineyourfuture requirementdisplays constant agility speed work completion solution finding even faced ambiguity timesis strong team player shrewd interface agent confident communicatoris always fueled positivity energy cando attitude managing assigned responsibilitieshas proficiency microsoft office language bahasa malaysia englishhas month availability internship placementhas outstanding academic extraordinary nonscholastic achievement disciplinemust willing work kl eco city internship opening consumer electronics department channel marketing tv marketing communication digital appliance product marketing customer service department customer retention program crp,https://www.jobstreet.com.my/companies/samsung-168550523576228/reviews?jobId=75347880,4.1,283.0
INTERNSHIP,Kamaya Electric (M) Sdn Bhd,Perak,undisclosed,26d ago,19/5/2024,https://www.jobstreet.com.my/job/75349472?type=standard&ref=search-standalone&origin=cardTitle#sol=a8bdce2a3f2ec1950609db70b3a7f05030758a23,support daily operation maintain check work standard inform various issue complete task assigned assist preparing tracking maintaining related data reportsworking location klebang chemor perakworking hour monday friday pmsummary role requirementsflexible hour availableno experience required roleworking right required roleexpected start date role june expected salary rm per month,https://www.jobstreet.com.my/companies/kamaya-electric-168556442993951/reviews?jobId=75349472,4.1,19.0
Internship - Information Technology,SANICHEM RESOURCES SDN. BHD.,Titi,undisclosed,26d ago,19/5/2024,https://www.jobstreet.com.my/job/75381387?type=standard&ref=search-standalone&origin=cardTitle#sol=e3c379975e17a91fa3a137af7b8275419881248d,job summary seeking highly motivated enthusiastic intern assist learn top management successful candidate work closely lab manager provide support laboratory information management system lims creation implementation skill proficient system application excellent problemsolving skill strong communication skill detailoriented organized ability work independently part team responsibility provide technical support software implementation perform data entry task accurately various database spreadsheet assist documentation process future reference qualification currently pursuing degree information technologyengineeringscience related field knowledge programming language javacpython added advantage available fulltime internship position good academic standing minimum cgpa equivalent candidate must strong analytical thinking skill note applicant meet qualification considered,,,
Internship - Microbiology,SANICHEM RESOURCES SDN. BHD.,Titi,undisclosed,26d ago,19/5/2024,https://www.jobstreet.com.my/job/75381153?type=standard&ref=search-standalone&origin=cardTitle#sol=b49ba758e1bf7bc434a1eaced141b903c94da8e8,job summary seeking highly motivated detailoriented intern join microbiology lab department intern work closely experienced microbiologist assist various laboratory task research project internship provides great opportunity interested gaining handson experience field microbiology skill basic understanding microbiology principle technique ability follow laboratory protocol procedure strong attention detail accuracy good communication skill ability work independently part team responsibility assist conducting various laboratory experiment bacterial culture microbial identification etc prepare sample analysis using appropriate technique maintain laboratory equipment supply record data accurately maintain organized record participate lab meeting present finding qualification pursuing degree recently graduated relevant field microbiology related field knowledge basic microbiology principle familiarity microsoft office application word excel,,,
Internship-Engineering/Quality/Business Students,IMR (MALAYSIA) SDN. BHD.,Simpang Ampat,undisclosed,26d ago,19/5/2024,https://www.jobstreet.com.my/job/75341366?type=standout&ref=search-standalone&origin=cardTitle#sol=349361d4f0dbf79e8f5280179e9f80923b0218b6,industrial training program available departmentssupply chain managementhuman resourcequality qc qms internship period mid june octproject productmanufacturingjob requirement degree business management engineering equivalentinternship period preferable month monthsgood communication skill proficient englishproactive problem solving follow negotiation skillspreferred final semester studentkindly stated internship period expected salary internship location penang science park,,,
Internship for Computer/IT Students,See Hoy Chan Sdn. Berhad,Petaling Jaya,"RM 900 – RM 1,000 per month",26d ago,19/5/2024,https://www.jobstreet.com.my/job/74884308?type=standout&ref=search-standalone&origin=cardTitle#sol=bb543920d6ab007d901f5c1634ccaa27044a0092,internship support team maintaining hardware software systemsassist troubleshooting issue provide technical supportorganize maintain resourceswill rotated among section itassist design development implementation new improved system processesfacilitate automation repetitive tasksattend meeting employee level organization contribute big picture business discussionsliaise vendor source quotation accordance company best interestother valueadd assignment project assigned posse following skill internship duration week aboveable commence june onwardsgood strong communication skill englishexcellent communication interpersonal skillstime management problemsolving skillsthrive collaboration people background disciplinesselfmotivated high initiativecomputer literate usage m office software word excel power pointonly shortlisted candidate notified,https://www.jobstreet.com.my/companies/see-hoy-chan-168550047318681/reviews?jobId=74884308,3.4,20.0
IT Intern (Office/WFH),JOM EARN GLOBAL SDN. BHD.,Seremban,undisclosed,26d ago,19/5/2024,https://www.jobstreet.com.my/job/75372828?type=standard&ref=search-standalone&origin=cardTitle#sol=9aa43b8af3f15bce5850a7858b4a2fc0be096560,descriptionjob summary internas intern assist team supporting maintaining company computer system gaining exposure various operation contributing website development basic ai automation task internship ideal individual seeking handson experience aiming expand knowledge computer engineering technology key responsibility assist installing configuring maintaining software application technical system provide technical support end user troubleshooting hardware software issue monitor system performance conduct routine maintenance ensure system security reliability collaborate senior staff understand business requirement propose technical solution support website development activity including content update website maintenance basic design task learn contribute basic ai automation task data entry automation chatbot development assist documenting process procedure user manual participate project initiative guidance senior personnel stay updated industry trend technology computer engineering requirement currently pursuing diploma bachelor degree computer science information technology related field basic understanding computer hardware operating system software application familiarity web development technology htmlcss javascript advantageous eagerness learn develop technical skill operation support strong problemsolving ability attention detail good communication interpersonal skill ability work collaboratively team environment willingness contribute group project adaptability enthusiasm taking new challenge learning opportunity field companyadvertisingbusiness management consultancy service wholesale variety good without particular specialization nec,,,
Data Science Intern,PROPERTYGURU PTE LTD,Kuala Lumpur,"RM 1,500 – RM 1,600 per month",26d ago,19/5/2024,https://www.jobstreet.com.my/job/75323465?type=standout&ref=search-standalone&origin=cardTitle#sol=50fd849c5a953731ed6f014b258800672cef9a67,make real difference propertyguru real aspiration real people real impact propertyguru southeast asia leading proptech company preferred destination million property seeker connect agent monthly find dream home propertyguru empowers property seeker million real estate listing indepth insight solution enable make confident property decision across singapore malaysia thailand indonesia vietnam propertygurucomsg launched singapore since propertyguru group made property journey transparent one property seeker southeast asia last year propertyguru grown highgrowth proptech company robust portfolio leading property marketplace across core market awardwinning mobile apps mortgage marketplace propertyguru finance host enterprise solution propertyguru business including highquality developer sale enablement platform fastkey datasense valuenet award event publication across asia duration internship th june th september week responsibilitieswhat youll dive intocollaborate crossfunctional team gather analyse interpret data various source support business initiative decisionmaking processesutilize statistical technique predictive modeling extract actionable insight identify trend pattern correlationsassist development implementation datadriven solution strategy optimize business performance drive growthconduct ad hoc analysis provide support special project assigned supervisorstay updated industry trend emerging technology best practice data analytics enhance skill knowledge youll gainpractical handson learning experience complementing academic pursuitsempowerment contribute genuine business project making tangible impactopportunities peer networking engaging social eventsplatforms refine communication presentation skill requirementscurrently enrolled bachelor master degree program computer science statistic mathematics data science related fieldstrong analytical skill solid understanding statistical method data manipulation technique data visualization principlesproficient english communication skill written verbal liaise overseas stakeholdersdetailoriented strong organizational time management skillsproactive attitude willingness learn adapt fastpaced environmentexcited apply let make magic happen together,https://www.jobstreet.com.my/companies/propertyguru-168557690558515/reviews?jobId=75323465,3.9,13.0
Internship for Information Technology (IT),VSTECS BERHAD,Petaling Jaya,"RM 1,000 – RM 1,050 per month",26d ago,19/5/2024,https://www.jobstreet.com.my/job/75323388?type=standout&ref=search-standalone&origin=cardTitle#sol=01ab290367b978b087ac5e8fb8b37d4bf84b0fb7,job scope technical teaminstall configure troubleshoot microsoft window operating system pc laptoponsite support printer pc laptop deployment preventive maintenancejob scope pre sale teamassist team providing bill material proposal sizing solutionsassist information gathering fact finding customer requirementsassist heatmap generation wireless site survey assist equipment installation rack mount o installation ip configuration requirementsa diploma advancedhighergraduate diploma bachelor degree post graduate diploma professional degree engineering computertelecommunication engineering electricalelectronic equivalentknowledge microsoft window microsoft office basic networking added advantagesapplicants must willing work kota damansara pjmust posse transport willing travel within klang valley outstation peninsular malaysia,https://www.jobstreet.com.my/companies/vst-ecs-group-168556364234449/reviews?jobId=75323388,4.0,20.0
"Accounting Information System/ Business IT Internship (Ipoh, Perak)",KUALA LUMPUR KEPONG BERHAD (KLK),Ipoh,"RM 1,500 per month",26d ago,19/5/2024,https://www.jobstreet.com.my/job/75323145?type=standout&ref=search-standalone&origin=cardTitle#sol=0dc4a443b4a443bf50ca7698899ce550859b303f,carry internship department different sectionsresponsibilitiesit helpdesk support project follow data consolidation helpdesk call automation operation developmentenhancement project support dashboardscdm application support assist user troubleshoot issue offer solution collect analyze report data informed decisionmaking collaborationsoftware development low code code development web mobile application development requirement candidate must currently pursuing bachelor degree business information system equivalent recognized university minimum current cgpa proficiency written spoken english bahasa malaysia preferably least month internship period willing based ipoh please indicate internship period resume,https://www.jobstreet.com.my/companies/kuala-lumpur-kepong-berhad-168556828562725/reviews?jobId=75323145,3.7,39.0
Internship - IT System & Support Engineer,Softinn Solutions Sdn. Bhd.,Ayer Keroh,undisclosed,27d ago,19/5/2024,https://www.jobstreet.com.my/job/75318937?type=standard&ref=search-standalone&origin=cardTitle#sol=687ce8e8a2c8498632e67b1345fec785dfa02bcf,softinn hotel technology company mission make hotelier work easier intend achieve nextgeneration hotel management software digital solution hotel kiosk here oneminute video productswere selling forwardlooking hotelier south east asia customer malaysia philippine indonesia thailandsoftinn build business software kiosk ecommerce solution hotel hotelier use product run business operation average user interact product per minuteour internship system support engineer meant good knowledge mathematical analysis computer science engineering meant would like pursue system support engineer careerthis position suitable student studying computer science job responsibilityprovide technical assistance client product service offered softinnprovide guidance client product service offered softinntroubleshoot error related softinns system work product team customer solving bugsanswer reply client technicalrelated issue via email whatsapp live chat phone callassist system setup configuration new potential clientassist uat useracceptance testing new product releasejob requirementscurrently pursuing diploma bachelor information technology related technical fieldgood understanding cloudbased software product strong logical thinkingreasonable foundation algorithm analytical skillsproficient english written spokenability communicate clearly team membersthe minimum internship duration month preferably month mandatory bonus ifexcellent implementation skillsyou knowledge cloud base web applicationyou knowledge kiosk engineering report work optionsmelaka join youwant pursue system support engineer careera strong believer better product help improve efficiency bring smile stakeholdersnot afraid asking questionsnot afraid find solution seek help othersnot afraid face challengelooking casual working culture join younot comfortable dealing customersdont enjoy solving customer problem helpfulplan pursue pure programming career internship allowancenew intern softinn rm per monthalumni intern softinn rm rm per month intern benefitsmonthly outingsfree flow snack additional perk rolepluralsight subscriptionhubspot crm license marketing hub prohubspot crm certification certificate name pas testsummary role requirementslooking candidate available workmonday morning afternoontuesday morning afternoonwednesday morning afternoonthursday morning afternoonfriday morning afternoonno experience required roleworking right required role,https://www.jobstreet.com.my/companies/softinn-168552588133058/reviews?jobId=75318937,4.7,25.0
