JobTitle,company,location,salary,date_posted,ExtractDate,job_url,summary,review_url,overall_rating,num_ratings
Digital Marketing Internship,MCSB Group,Penang,undisclosed,18d ago,29/5/2024,https://www.jobstreet.com.my/job/75764539?type=standard&ref=search-standalone&origin=cardTitle#sol=7972d17ad64d72f922723bf00c641a31b54fe4ab,"scopedriving daily social media and tele-marketing activities.participate in market or strategy planning sessions by providing creative ideas and insights to boosts company’s revenue.perform market analysis and research on competition and latest industry trends.update/ housekeep client database.plan and create weekly marketing contents for advertising promotional activities on fb, ig, linkedin, etc.monitoring performance, analyzing data and reporting on campaigns effectiveness.explore seo activities/ viability as part of marketing activities.exploring automation eg. crm softwares for sales and ops.revamp project proposal template.requirementsminimum diploma in it/ marketing or any equivalent field.required skill(s) : c++,c#,ms-sql server,asp.net, visual basic, crystal report, .net mvc, adobe,preferred skill(s) : computer software, video, marketing in social media,job type: internshipcontract length: 4 monthspay: rm800.00 per monthschedule:monday to fridayeducation:diploma/advanced diploma (preferred)language:english, malay (preferred)summary of role requirements:looking for candidates available to work:monday: morningtuesday: morningwednesday: morningthursday: morningfriday: morningno experience required for this roleworking rights required for this roleexpected salary: rm800 per month",https://www.jobstreet.com.my/companies/mcsb-systems-168551423433339/reviews?jobId=75764539,3.7,14
"Internship for IT Students (Java, Mobile Developer) - RM2,000 for Top Students",iFAST Capital Sdn Bhd,Kuala Lumpur,undisclosed,18d ago,29/5/2024,https://www.jobstreet.com.my/job/75743769?type=standout&ref=search-standalone&origin=cardTitle#sol=cb551fe6b2e70462a55af8f798f27c989bd7969d,"you will join our it team which is always buzzing with new ideas and incentive to innovate. consisting of it specialists who have diverse skills in website and mobile development, the team members also bring with them cross-market experience, having worked on projects locally and also across the other markets in the group. if you are hungry for new experiences and you cannot wait to think of the next best way to achieve our mission statement, “to help investors around the world invest globally and profitably”, this is the place for you.responsibilities:translate users’ requirement into mobile app or system design.opportunity to be involved in full stack web development.requirements:candidate must possess or currently pursuing a bachelor’s degree in computer science/information technology or equivalent.priority will be given to those who has good understanding in java, javascript, html, css.available for duration of 3/6 months.applicants who are interested in this role are invited to apply with their comprehensive resume with full details via ""apply now"" button with:(1) qualifications(2) skills(3) working experience(4) expected salary** kindly attach a copy of your academic transcripts and certifications together with your resume **all applications will be treated in strict confidence. we regret that only shortlisted applicants will be notified.note: job responsibilities / requirements are representative and are not intended to be a detailed list. other tasks/abilities may be required of the incumbent, relative to the specific assignment.",https://www.jobstreet.com.my/companies/ifast-capital-168552969685227/reviews?jobId=75743769,4,21
Summer Internship - FDC Engineer,MICRON MEMORY MALAYSIA SDN. BHD.,Batu Kawan,undisclosed,18d ago,29/5/2024,https://www.jobstreet.com.my/job/75767542?type=standard&ref=search-standalone&origin=cardTitle#sol=162487aab2377eae106a5629f4e277e7c232abf4,"our vision is to transform how the world uses information to enrich life for all. 
micron technology is a world leader in innovating memory and storage solutions that accelerate the transformation of information into intelligence, inspiring the world to learn, communicate and advance faster than ever.
jr54396 summer internship - fdc engineer
project title:setup fault detection control (fdc) for machine
description: setup ytap, enable the connection, and setup the limit and recipe for the machine.
scope:- engage with different team (it, engineering, qa) to enable and setup fdc- running test run (uat) after the setup- data collection and analysis during the setup 
supporting team:- it team- engineering team- qa team 
deliverables:- able to setup fdc for machine- result from the machine able to enter fdc chart- tool interdiction is functional in machine 
stretch goal:- involve in troubleshooting of the machine, including debugging error
about micron technology, inc.
we are an industry leader in innovative memory and storage solutions transforming how the world uses information to enrich life for all. with a relentless focus on our customers, technology leadership, and manufacturing and operational excellence, micron delivers a rich portfolio of high-performance dram, nand, and nor memory and storage products through our micron® and crucial® brands. every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5g applications that unleash opportunities — from the data center to the intelligent edge and across the client and mobile user experience.
to learn more, please visit micron.com/careers
all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.
to request assistance with the application process and/or for reasonable accommodations, please contact hrsupport_my@micron.com
micron prohibits the use of child labor and complies with all applicable laws, rules, regulations, and other international and industry labor standards.
micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with micron.",https://www.jobstreet.com.my/companies/micron-semiconductors-168551078128068/reviews?jobId=75767542,3.8,33
Internship Trainee (IT/Developer),NSN Technology Sdn Bhd,Jalan Ipoh,RM 600 per month,19d ago,29/5/2024,https://www.jobstreet.com.my/job/75725964?type=standard&ref=search-standalone&origin=cardTitle#sol=c4c8c35d4b8011e1e768eb71d74433deacfbea18,"about usa technology company on the mission to build innovative tech products to solve problems in the supply chain industry. founded in 2022 and incorporated in 2023. our business focuses on tech product development (software, hardware, and firmware). a) work requirements:• possess or currently pursuing a diploma / bachelor’s degree in information technology or equivalent.• possess good interpersonal and communication skills.• available for internship duration of 3-6 months• excellent oral and written communication skills. b) duties and responsibilities:• to support it team members on day-to-day tasks.• to help manage and maintain documentation and administrative tasks.• perform other duties and responsibilities as assigned by the superior.• (depending on skillset) contribute code to existing software (asp.net/angular). c) benefits :• 5 working days (monday – friday), working hours (9 am- 6 pm)• 2 minutes’ walk to sentul west mrt station• laptop provided• free-flowing snacks and refreshing drinks d) additional information:1) how would you rate your english language skills (writing)?2) which of the following programming languages are you familiar with?3) what is your diploma/degree cgpa range?",,,
Internship - Information & Digital Services,Technip Energies,Johor Bahru,undisclosed,20d ago,29/5/2024,https://www.jobstreet.com.my/job/75728579?type=standard&ref=search-standalone&origin=cardTitle#sol=968254bb3c955012975b9b7ff8bdf30247c13216,"• prepares basic reports, presentations and correspondences, gathering and summarizing data, as directed
• regularly contacts vendors, suppliers or employees outside the immediate work
• assembles relevant data and compiles information as directed
• organizes and maintains files of correspondence and records, following up on pending matters
• schedules appointments and coordinates arrangements for meetings and conferences
• organizes and expedites flow of work through supervisor's office and initiates any follow-up action",,,
"Internship For Electrical Student - ELV, BMS, FTTH, etc",AVANT GARDE SOLUTIONS (M) SDN. BHD.,Cheras,"RM 990 – RM 1,000 per month",20d ago,29/5/2024,https://www.jobstreet.com.my/job/75693210?type=standard&ref=search-standalone&origin=cardTitle#sol=3d9126191c6e6d3e64c78449b0125787c1f240db,"task/responsibilitylearn to diagnose and troubleshoot technical issues in equipment, systems, or processes.assist in analyzing data to identify trends, patterns, or potential improvements.assist in documenting procedures, protocols, and observations. this includes keeping records of maintenance activities, equipment performance and any changes made.support technicians in installing new equipment, systems, or upgrades. learn proper installation procedures and safety protocols.learn and adhere to safety protocols and procedures. assist in maintaining a safe and clean work environment.work collaboratively with other team members and departments. communicate effectively with supervisors and colleagues.take initiative to learn new skills, technologies, and processes relevant to the role. seek guidance from other technicians and participate in training opportunities.follow company policies, procedures, and industry regulations. maintain confidentiality of sensitive information and adhere to ethical standards.assist in various projects related to technical research, development, or implementation. this may involve conducting experiments, gathering data, or assisting with project documentation.benefitallowance rm 1000.00 per monthcan claim related to work",,,
Internship Property Management,Invenio Potential,Johor Bahru,"RM 700 – RM 1,000 per month",20d ago,29/5/2024,https://www.jobstreet.com.my/job/75686312?type=standard&ref=search-standalone&origin=cardTitle#sol=24f9fffc851cd57be08b9794a43beea94005250a,"job responsibilities :assist in managing the portfolio of properties by using property management software. assist in overseeing the day to day the property operational matters.ensure proper upkeep of engineering and building systems. plan and manage the preventive maintenance schedule.manage and monitor service providers and ad-hoc contractors at onsite jobs.ensure the properties are in compliance with local regulations and liaise with authorities with regards to regulatory and property matters.attend the residents' complaints in timely manner and resolve their problems/complaints.prepare and attend monthly committees meeting.work closely with procurement team, defect team and finance team to ensure the buildings are well maintain.assist in other ad-hoc tasks which assigned by superior/manager from time to time.requirements :degree in property management/estate management or related subjectinternship period: 5-6 monthsproficient in spoken and written english, bahasa malaysiaposses own transport and able to travelself-motivated with the ability to work independently and in a team environment",https://www.jobstreet.com.my/companies/invenio-potential-168551933385807/reviews?jobId=75686312,4,3
Internship IT,Invenio Potential,Johor Bahru,"RM 700 – RM 1,000 per month",20d ago,29/5/2024,https://www.jobstreet.com.my/job/75686269?type=standard&ref=search-standalone&origin=cardTitle#sol=925b1af7edbef0cf530544b3e32d1dfa58504c77,"responsibilities :assist in providing technical support to end-users, troubleshoot and resolve hardware and software issues, and assist with it-related inquiries.manage and maintain the organization's network infrastructure, including routers, switches, firewalls, and wireless access points.oversee the setup, configuration, and maintenance of servers and other it systems, ensuring they run efficiently and securely.assist in managing databases, ensuring data integrity, backup, and recovery procedures are in place.assist in procuring and maintaining hardware, software, and it-related equipment, ensuring they meet the organization's requirements.maintain up-to-date documentation on it processes, procedures, and system configurations.interact with it vendors for support, maintenance, and software licensing.assist in planning and implementing it projects, ensuring they are completed within budget and timeline.contribute to the development and implementation of it policies and procedures.stay informed about the latest it trends and technologies and make recommendations for their potential implementation within the organization.ensure data backups are performed regularly and develop and test disaster recovery plans.monitor system performance, network connectivity, and security logs to identify and resolve issues proactively.work with cross-functional teams, including it staff, management, and end-users, to address it-related challenges and requirements.assist in managing the it budget and expenditures effectively. requirements:a bachelor's degree in computer science, information technology, or a related field is often preferred.proficiency in various it technologies, including operating systems (windows, macos, linux), networking, hardware troubleshooting, and software applications.good written and verbal communication skills are essential to interact with end-users and convey technical information effectively.understanding of it security principles and best practices is crucial to protect the organization's data and systems.",https://www.jobstreet.com.my/companies/invenio-potential-168551933385807/reviews?jobId=75686269,4,3
Product Intern,Winner Venture Sdn Bhd,Kuchai Lama,RM 800 per month,21d ago,29/5/2024,https://www.jobstreet.com.my/job/75656643?type=standout&ref=search-standalone&origin=cardTitle#sol=dfb2e0a63f378459db86521ab1da493e9e09c7c8,"your role:assist in user acceptance testing (uat) for system development.collaborate with relevant teams to ensure task/project delivery.creative thinkers dedicated to crafting user-centric and market-leading products.collaborative team players skilled at translating customer needs into product features.assist the product team in the product development process (e.g., document preparation, document review, etc.).qualification:excellent written and verbal communication skills in english and bm.strong teamwork and interpersonal skills.proficient in microsoft office applications (word, excel, powerpoint).creative thinkers dedicated to developing user-centric and market-leading products.detail-oriented individuals proficient in strategic planning and project management. why winner venture (halo telco hq)?:parking full claimfriendly and fun colleaguesgreat opportunity to learn and practice your skillset and knowledge before graduateunlimited snacks, drinks and ice creamexciting team building eventsopportunity to transfer full time employment",,,
Internship in Web Designing (WordPress),EasyParcel Sdn. Bhd.,Bayan Lepas,RM 750 – RM 800 per month,21d ago,29/5/2024,https://www.jobstreet.com.my/job/75649049?type=standout&ref=search-standalone&origin=cardTitle#sol=1d59d01bd72665227db4cfc72ac291b9df5df479,"are you a budding web design enthusiast with a penchant for wordpress? we are excited to offer an internship opportunity for a web design intern who is passionate about web designing in wordpress and eager to learn about seo. this role is perfect for individuals who want to gain practical experience and build a strong foundation in web design by using wordpress and seo. as an intern, you will work closely with our team, learning the ropes while contributing to our web design, seo, and digital marketing projects. responsibilitiesassist in creating visually appealing, responsive and user-friendly website designs within the wordpress framework.learn to use html and css to implement and maintain wordpress designs, ensuring they meet internal business requirements.gain hands-on experience in optimizing content for seo by implementing on-page techniques such as meta tags, headings, and keyword placement.collaborate with the team to conduct keyword research and analysis to identify opportunities for website content optimization and ranking improvement.design and optimize websites for responsiveness and mobile-friendliness.assist in monitoring and analyzing website traffic data using tools like google analytics to understand user behavior and identify areas for improvement and optimization.improving web design elements to enhance user engagement and conversion rates.participate in creating engaging call-to-actions (ctas) and elements to encourage ctr improvements.collaborate on content optimization efforts, including meta descriptions, headers, and image tags for improved seo performance.maintain and improve websites speed to enhance user experience and user engagement.ensure timely project delivery with good quality and standards. requirementsrequire diploma or higher in the fields of information technology/ digital marketing/ multimediapassion for web design in wordpress and curiosity in seo.a strong sense of design aesthetics and an eagerness to learn how to create visually appealing web designs.fast learner and able to work independently sometimes.basic html and css knowledge.able to work in office located at penang, bayan baru.preferred skill(s): wordpress and figma.required language(s): english and bahasa malaysia.internship duration minimum 6 months.2 internships positions available. this internship offers you a unique opportunity to gain hands-on experience in both web design and seo. you'll work closely with a supportive team, learning essential skills and contributing to real-world projects. if you're excited to immerse yourself in web design, wordpress, and seo, we encourage you to apply for this internship position. besides, this position is also open to final year students who are undertaking their practical / industrial training.",https://www.jobstreet.com.my/companies/easyparcel-168553705191024/reviews?jobId=75649049,4.4,27
Internship in Software Testing,SWIFT SUPPORT SERVICES MALAYSIA SDN. BHD.,Kuala Lumpur,undisclosed,21d ago,29/5/2024,https://www.jobstreet.com.my/job/75655443?type=standard&ref=search-standalone&origin=cardTitle#sol=2379d2a14df80baa98c8a89342289822ba14d25a,"about the rolewe are offering 6 months internship to work with the quality engineering chapter in kuala lumpur. as an intern, you will be given the opportunity to become technically proficient in quality assurance while introduced to the corporate environment; this means taking part in our curated curriculum to groom your persona and brush up your skills so that you can autonomously deliver products as part of a squad in the customer interactions tribe (customer experience). you also will get the chance to learn hands-on manual and automation testing with guide from other senior testers. your soft skills plays a big role in making your internship with us a huge success.
what to expect:
·       you will learn the foundations of software testing with opportunities of hands-on manual and automation testing.
·       you will work in an agile environment where you’ll be involved from start to finish of the software development cycle (sdlc).
·       you will collaborate with developers, business analysts, sys operators and product owners within the same squad.
·       you will learn basics of devops and it’s tooling (ci/cd).
·       you will learn how to create test cases from requirements, perform testing and create acceptance test reports.
what will make you successful?
·      currently pursuing an undergraduate or post-graduate programme in computer science or related fields
·       familiar with the basics of software testing.
·       knowledge of robotframework, ci/cd tools & processes, git, and bitbucket is a plus. (if not, proper training will be provided)
·       proficient in english (spoken & written)
·       enjoy learning new things and curious.
·       enjoy working in a team
note: proper training will be provided.
you may like to know the team better, get insights on how it is to work at swift, our company culture and values. connect with us on linkedin:
·       
puteri megat, quality engineering chapter lead for customer interactions tribe.
·

joshua ho, talent acquisition (ta) specialist
what we offer
we put you in control of career
we give you a competitive package
we help you perform at your best
we help you make a difference
we give you the freedom to be yourself
we give you the freedom to be yourself. we are creating an environment of unique individuals – like you – with different perspectives on the financial industry and the world. an environment in which everyone’s voice counts and where you can reach your full potential regardless of age, background, culture, colour, disability, gender, nationality, race, religion, or veteran/military status.",https://www.jobstreet.com.my/companies/swift-168552398843916/reviews?jobId=75655443,4.1,19
Internship for Computer Science - IT Students (Puchong),PRESOFT (M) SDN BHD,Puchong,undisclosed,22d ago,29/5/2024,https://www.jobstreet.com.my/job/75625167?type=standard&ref=search-standalone&origin=cardTitle#sol=1cdc83d0d854285744cc798430ee3b7b6f690fc4,"requirements:candidate must possess or currently pursuing a bachelor's degree in computer science/information or art/design/creative multimedia/digital marketing or equivalent.required skill(s): system support, c# programming, web design development, android ios development, proficient in illustrator, photoshop or equivalent.preferred skill(s): networking, c#knowledgeable and keen interest in e-commerce platform design preferred and an eye for creativity and aesthetics.required language(s): mandarin, cantonese, english, bahasa malaysiapreferred language(s): mandarin, bahasa malaysia.5 internship position(s) for duration of 5 month(s).responsibilities:selected interns will be responsible in system support, trouble-shooting, setting, system configuration, report formatting, application development, mobile application development, web design and development, networking and etc. this will provide interns with a dynamic and engaging experience in a real-world work environment.candidates must be willing to work in puchong, selangor.required skill(s): system support, networking, system design, ios android development, web design & web programmingpreferred skill(s): programming graphic design.**multimedia students are advised to apply as well.",,,
Internship - Web Application Development (Ipoh or Subang or Remote),Alpha Red Solutions Sdn Bhd,Subang Jaya,RM 700 – RM 900 per month,23d ago,29/5/2024,https://www.jobstreet.com.my/job/75617444?type=standout&ref=search-standalone&origin=cardTitle#sol=b126ee2291e30bf1932ab0639af432cb4406e574,"during the internship period, you will be exposed to these areas:responsibilities:interns will be given opportunity to work on customer projects across our company. this give exposure to interns on real life working experience. exposures will include :-1. coding2. integration testing3. frontend ui/ux development4. full cycle of sdlc requirements:student must possess or currently pursuing a bachelor's degree in computer science/information technology or equivalent.required skill(s): .net core, sql, html5, css, json, xml apiadditional advantage skill(s): bootstrap, flutter, vue.js, react.jsrequired language(s): bahasa malaysia, english our company consist of dynamic, talented, experienced and versatile individuals from different background and skills. we are looking for talented & dedicated individuals with right attitude to value add the team and grow with us. we have a very dynamic culture which encourage productivity and self discipline with the objective of creating a great working environment. don't hesitate to explore with us the endless opportunity.",,,
Internship for Software Engineering,PS TECH SOLUTION SDN. BHD.,Petaling Jaya,"RM 1,000 – RM 1,500 per month",23d ago,29/5/2024,https://www.jobstreet.com.my/job/75616790?type=standout&ref=search-standalone&origin=cardTitle#sol=4654d4395fe1b3cce3e813f673c753be0b12d5af,"why join us:1. if you are looking for an internship program to prepare yourself for your future venture or career path, applying the theories from your studies into real life business, this will be the right internship for you.2. we believe ""happiness is the new productivity"", hence we hire talents with great attitude to ensure the working culture in our company is always fun and optimised.3. our office is cool and comfortable, furnished with sofas, fridge with beers and juices, free flow snacks and chocolates, coffee machine etc, allowing our talents to have their private chill-out areas.4. you will be given the opportunity to deal business with top management from banks, telcos and various, corporate mncs, exposing yourself to various industries and businesses.5. you will not want to miss out on the opportunity to experience what professionals in the real business world are doing, learn all of the business skillsets and sop, and be a part of this awesome team with great culture.6. candidates who perform will be given a chance to lead a team during the internship. this opportunity will be great to demonstrate your leadership and management experience. having this experience to be included in your resume can really help you to stand out in your future career.",,,
Internship for Web Programmer (Angular),DATUM CLEARMIND SDN. BHD.,Kuala Lumpur,undisclosed,25d ago,29/5/2024,https://www.jobstreet.com.my/job/75598838?type=standard&ref=search-standalone&origin=cardTitle#sol=1da5c3ba907d23e6e0b768b3aecacb5b42a48046,"we are inviting undergraduates experienced in angular looking for an internship placement to join our dynamic team.you will learn to design and create ui components based on angular best practices. you will need to implement an exciting and streamlined user experience in javascript-based desktop and mobile web apps.you should have extensive knowledge of theoretical software engineering, proficiency in javascript, html, and css, and excellent project management skills. responsibilities:designing and developing user interfacesadapting interface for modern web applications using the latest front-end technologieswriting javascript, css, and htmldeveloping application codes and unit tests in angular, sql, and rest web apis.conducting performance testsconsulting with the design team requirements:currently pursuing degree in information technology, computer science/software engineer or equivalentproficient in css, html, and writing cross-browser compatible codeexperience using javascript building toolsknowledge of javascript mv-vm/mvc frameworksknowledge in sql query language is an added advantageknowledge in implementing front-end javascript applicationsgood communication skillscritical thinker and good problem-solvingsummary of role requirements:looking for candidates available to work:monday: morning, afternoon, eveningtuesday: morning, afternoon, eveningwednesday: morning, afternoon, eveningthursday: morning, afternoon, eveningfriday: morning, afternoon, eveningno experience required for this roleworking rights required for this role",,,
Digital Solutions Team - Internship,FedEx Express AMEA,Kuala Lumpur,undisclosed,25d ago,29/5/2024,https://www.jobstreet.com.my/job/75598768?type=standard&ref=search-standalone&origin=cardTitle#sol=26ab091d340c23292bf6dd01012c278e278c1283,"how will you contribute to the success of fedex?
our internship program provides all fresh incumbents the opportunity to learn and develop their professional talents towards their future career path.
you will work directly with our people operations team to assist with day-to-day operational tasks
in people operations, you could be supporting the following;
•gain the overall insights & hands-on experience in various aspects ie. the human resource business partner (hrbp), talent management, employee experience / engagement, and recruitment by providing support for any tasks assigned.

support in carrying out recruitment-related research on market intelligence, collaterals & tools.
collaborate with various cross functional team / stakeholders to execute & deliver any subject matter related to people operations, generally.

•performing other relevant support activities as and when required.
•if you are highly diligent and are passionate about people development, people management and people success, this will be a great opportunity for you to build up you foundation in this functional area.
do you have what it takes? 
• undergraduate degree students in business admin/it with 3.50 cgpa and above
• literate in digital applications, including microsoft word / excel / power point
• people oriented – in hr , people is our key asset – employee experience is our key kpi in all tasks
• fun – for every job that must be done , there’s an element of fun ! – mary poppins

at fedex express, we believe that a connected world is a better world. we connect people and possibilities with our diverse portfolio of transportation, e-commerce, and business solutions. today, our networks reach more than 220 countries and territories, linking more than 99 percent of the world’s gdp.
fedex is consistently recognized as one of the most admired brands in the world and one of the best places to work. our people are the foundation of our success and the key to our future. at fedex, we are as diverse as the world we serve.
we leverage our diverse talents, experiences and ideas to be more responsive to customer challenges, spark creative solutions, and adapt to change. fedex is an equal opportunity / affirmative action employer (minorities/females/disability/veterans) committed to a diverse workforce.

what can you expect as a fedex team member?


career mobility and development: when you join fedex, you’re joining a team with possibilities that literally span the world—from opportunities for advancement and location transfer, to training and leadership programs.

total compensation and benefits package: we want to keep our employees for a long time, so we offer competitive benefits, opportunities for flexible work arrangements, and programs to support well-being.",,,
Full Stack Intern Developer,AGTIV Consulting Sdn Bhd,Kuala Lumpur,RM 700 – RM 900 per month,25d ago,29/5/2024,https://www.jobstreet.com.my/job/75584066?type=standout&ref=search-standalone&origin=cardTitle#sol=11a25047a8eab39f7ec79598472722a271271ce2,"job highlights:guidance from your seniors. guarantee you’ll level up.real working experience, solving real project challenges. guarantee you’ll build your cv.potentially get hired by the end of the internship program. come join us as full stack intern developer or business analyst intern. if you want to gain real project exposure in the it services industry, working with real customers in the banks, insurance, oil, and gas industry, solving real problems and challenges – come join us...if you want to have the opportunity to learn from some of the best seniors in the industry, who will lead, cajole, inspire, drive you to learn, and level up – come join us.since 2008, we have worked with more than 200 interns. some we hired, some went on to build a successful career. check out what is their review on agtiv’s internship program here: https://www.jobstreet.com.my/en/companies/453230-agtiv-consulting web/mobile developer intern:web development on asp.net mvc / blazoropportunity to develop mobile application on xamarin / flutteropportunity to develop on microsoft cloud technology (azure, office 365 and etc.) business analyst intern:participate in user requirement workshops, drafting user stories, and conducting user interviewsconduct and run testing and training workshops (virtually) requirements:pursuing a relevant degree program for the above internship role. opportunities:work in real tech projects with guidance from seniors. guarantee to level up your skills.build up your cv with real experience and knowledge. opening door to your future career.working from home for now until further notice. apply now!resumestart / end date of internshipavailability to be hired as permanent.",https://www.jobstreet.com.my/companies/agtiv-consulting-168558983589896/reviews?jobId=75584066,4.7,38
Internship For App Developer,APPPAY SDN. BHD.,Puchong,"RM 700 – RM 1,000 per month",25d ago,29/5/2024,https://www.jobstreet.com.my/job/75578872?type=standard&ref=search-standalone&origin=cardTitle#sol=2638bbb1297738ed0ee1868643b70bc47c4bb613,"requirementscandidate must be pursuing / possess at least a professional certificate, advanced / higher / graduate diploma, degree, advanced degree.positive attitude, passionate on collaborative teamwork, excel at interpersonal skills.excellent written and verbal communication skills.adaptable to change, able to pivot and find alternate solutions, demonstrated capability in meeting new challenges.good problem solving skills, able to navigate unexpected situations or conditions.critical observer-thinker, bringing fresh perspective and offer intuitive solutions and ideas.have great design sense of mobile/web ui/uxhave strong passion / knowledge of mobile application technology. responsibilityhighly committed to project and meeting project timeline, regardless any circumstance arise.must collaborate with project team to deliver project deliverable, documentation, and debugging and ensure quality of delivery is up to the company's standard.must be very resourceful, able to research and be up-to-date with better solutions for program development tasks.able to work independently, and willing to take up responsibility on a specific project / task assignedable to work in a team, brainstorm and contribute ideas and knowledge continuously.",,,
Software Engineer - Intern,N2N,Bangsar South,undisclosed,25d ago,29/5/2024,https://www.jobstreet.com.my/job/75590368?type=standard&ref=search-standalone&origin=cardTitle#sol=1f1274b18a522f3bf753dde9b573b52189e8d407,"job responsibilities:basic overview on the industrial landscape.acquire in depth knowledge in regards to technological b2b software development.hands on training on the full cycle of software development life cycle(sdlc).job requirements:currently pursuing a bachelor's degree in information technology/software engineering or equivalent.have good communication and interpersonal skills.must be pro-active, take initiative and willing to take responsibilities.good english language proficiency.interested to apply?click the link below to submit your applicationhttps://forms.gle/yan3z1rjhaccaz8jasummary of role requirements:flexible hours available1 year of relevant work experience required for this roleworking rights required for this roleexpected salary: rm700 - rm1,000 per month",https://www.jobstreet.com.my/companies/n2n-connect-168558478253068/reviews?jobId=75590368,3,21
Videographer (Intern),Gaia Eats Sdn Bhd,Taman Desa,"RM 1,000 per month",26d ago,29/5/2024,https://www.jobstreet.com.my/job/75560544?type=standout&ref=search-standalone&origin=cardTitle#sol=d959c1206ba1cb507bf841ff87ade8850d8e7ef3,"videographer (intern) position: videographer internduration: 3-9 monthscompensation: rm1000/monthwork location: taman desa, kuala lumpurlanguage requirement: must be able to read and write in mandarinwe are seeking a creative and talented videographer intern to join our dynamic team at a leading plant-based innovation company. this internship is an excellent opportunity for individuals eager to develop their skills in media production, with a focus on creating social media content, advertisements, and branding materials.responsibilities:support overall media production, including photography, videography, video editing, and media production for social media and marketing purposes.collaborate closely with the team to plan and execute video shoots, ensuring thematic consistency and style in all visual content.edit footage to produce compelling and engaging videos tailored for our audience, integrating animations and effects to enhance visual storytelling.handle post-production tasks such as video/audio editing, color grading, and motion design to refine final outputs.contribute creative ideas for video and content strategies that align with branding and promotional goals. perks:meals provided during work hours.a chance for full-time employment based on outstanding performance during the internship.",,,
Internship - IT (Software Development),SWM Environment Sdn Bhd,Taman Tun Dr Ismail,undisclosed,26d ago,29/5/2024,https://www.jobstreet.com.my/job/75558472?type=standard&ref=search-standalone&origin=cardTitle#sol=6511f5df2c1f63e240d1c35c8fcc8d05c82c71bd,"assist developers in frontend and backend development.assist in designing and developing enterprise management system (ems) inventory modules.assist in reviewing and updating user requirement specification (urs) documentassist in setting-up/ testing on new database and data handling systems.assist in ad hoc software development projects whenever required.job requirements:students must possess or currently pursuing a diploma/ bachelor's degree in software engineering/ computer science or any other relevant studies with gpa/ cgpa at least 3.0 and above.students who are passion in software development.exposure in php - laravel will be an added advantage.internship period must be at least three (3) months and above.8 placements are available (starting may 2024).working hours - 9am-6pm, monday - friday.five minutes walking distance from mrt ttdi to the office.",https://www.jobstreet.com.my/companies/swm-environment-168557858722279/reviews?jobId=75558472,3.8,36
IT Support Internship,ZENY IT SDN BHD,Selangor,undisclosed,26d ago,29/5/2024,https://www.jobstreet.com.my/job/75556054?type=standard&ref=search-standalone&origin=cardTitle#sol=ff76037fcf8696ae96126bc4c5ece6fa1d5e8024,"job highlightscareer growth & development opportunitypositive working environmentinnovative & open-minded culturenearby public transportation (lrt asia jaya)fresh graduate is highly recommended to applytraining provided job description:support the it team in maintaining hardware, software, and other systemsassist with troubleshooting issues and provide technical supportorganize and maintain it resourcelend it support in areas such as cybersecurity, programming, analytics, and data center managementbe involved and assist with projectssupport in new technology trend research activities when needed requirement/qualifications:possesses a bachelor's degree or equivalent in computer science, information technology, management information systems, data science, business intelligence or any relevant fieldsstrong verbal and written communicationexcellent analytical and problem-solving skillsability to work well in teamsstrong work ethic and attention to detailpassion for new technologiessummary of role requirements:flexible hours availableno experience required for this roleworking rights required for this roleexpected salary: rm800 - rm1,000 per month",,,
IT Internship,PROQUAZ SDN BHD,Putrajaya,undisclosed,27d ago,29/5/2024,https://www.jobstreet.com.my/job/75531584?type=standard&ref=search-standalone&origin=cardTitle#sol=37564ec6f77fe07c6b558f3e573257fe32f44412,"description- your main responsibility is related all it support task to clearly run the operation of the company. write copy for each product, reflecting key messages, features and benefits in supporting the events planning, organization and execution. - keep maintain the website and up to date as necessary and leading efforts to improve it processes. - assist for technical parts include during events, and any company’s technical problems.- other ad-hoc task required by management.- requirements: bachelor degree in related field.
companywith a clear vision and mission to develop young leaders, cic enrichment centre or also known as cic where leaders are born has grown to become a world- class educational institution that offer playschool, preschool and afterschool programmes for children aged 3 to 12 years old. cic was established in 1997 and has more than than 70 branches throughout malaysia and has become the most reliable and trusted brand for the muslim families. cic aims to educate young learners to the highest academic standard in a safe, enjoyable, dynamic environment, balance with islamic teachings and values that enable children to develop the highest potential in their intellectual, emotional and spiritual capabilities.",https://www.jobstreet.com.my/companies/proquaz-168557602931004/reviews?jobId=75531584,3,3
